Incident Number,Time in Alarm DateTime,Incident Date,Total Time Dispatch Notified to Last Unit Cleared(seconds),Incident Type Code,Incident Type,Location Street Address,Latitude,Longitude,Location ZIP
22-0046594,12/11/2022 3:54,12/11/2022,5034,131,Passenger vehicle fire,5523 MAPLEWOOD Street,32.665579,-97.091467,76018
22-0046785,12/12/2022 14:31,12/12/2022,713,118,"Trash or rubbish fire, contained",6803 NEW YORK Avenue,32.629811,-97.086092,76002
22-0046810,12/12/2022 17:19,12/12/2022,1035,154,Dumpster or other outside trash receptacle fire,1730 West RANDOL MILL Road,32.750442,-97.136243,76011
22-0046825,12/12/2022 18:59,12/12/2022,911,113,"Cooking fire, confined to container",506 West NORWOOD Circle,32.737091,-97.121888,76013
22-0046832,12/12/2022 19:28,12/12/2022,834,113,"Cooking fire, confined to container",111 MOSS HILL Drive,32.645798,-97.102249,76018
22-0046894,12/13/2022 9:11,12/13/2022,1475,140,"Natural vegetation fire, other",6101 HOTT SPRINGS Drive,32.629994,-97.173566,76001
22-0046909,12/13/2022 10:32,12/13/2022,2594,113,"Cooking fire, confined to container",2016 SEXTON Drive,32.650968,-97.137356,76015
22-0046914,12/13/2022 10:52,12/13/2022,9622,111,Building fire,6808 West LYNN CREEK Drive,32.749206,-97.091206,76001
22-0046985,12/13/2022 20:31,12/13/2022,7732,111,Building fire,1404 SUMMER BROOK Circle,32.49615,-96.94199,76011
22-0047101,12/14/2022 15:41,12/14/2022,2985,112,Fires in structure other than in a building,3601 ANTARES Way,32.664717,-97.13301,76016
22-0047164,12/15/2022 1:15,12/15/2022,6062,113,"Cooking fire, confined to container",2745 North COLLINS Street,32.73702,-97.111459,76006
22-0047248,12/15/2022 18:32,12/15/2022,1421,131,Passenger vehicle fire,1511 North COLLINS Street,32.766089,-97.100007,76011
22-0047252,12/15/2022 18:52,12/15/2022,1428,131,Passenger vehicle fire,1805 North COLLINS Street,32.758231,-97.096851,76011
22-0047504,12/17/2022 16:57,12/17/2022,1868,151,"Outside rubbish, trash or waste fire",3622 COVEY Drive,32.683944,-97.13127,76014
22-0047526,12/17/2022 19:18,12/17/2022,2135,154,Dumpster or other outside trash receptacle fire,1601 West ARBROOK BLV,32.663871,-97.120822,76015
22-0047538,12/17/2022 20:49,12/17/2022,3202,111,Building fire,1115 GEORGETOWN Street,32.679055,-97.113933,76015
22-0047581,12/18/2022 7:15,12/18/2022,3854,154,Dumpster or other outside trash receptacle fire,817 East PARK ROW Drive,32.716105,-97.071063,76010
22-0047620,12/18/2022 14:55,12/18/2022,588,142,Brush or brush-and-grass mixture fire,705 WASHINGTON Drive,32.766089,-97.100007,76011
22-0047814,12/19/2022 23:50,12/19/2022,2790,151,"Outside rubbish, trash or waste fire",300 West PIONEER PWY,32.714851,-97.132482,76010
22-0047838,12/20/2022 8:16,12/20/2022,1138,113,"Cooking fire, confined to container",3400 LEDBETTER Court,32.663496,-97.121039,76001
22-0047899,12/20/2022 15:42,12/20/2022,1790,151,"Outside rubbish, trash or waste fire",4800 US 287 Highway,32.630652,-97.173401,76017
22-0047927,12/20/2022 18:37,12/20/2022,2413,111,Building fire,7007 SNOWY OWL Street,32.663362,-97.120679,76002
22-0048022,12/21/2022 11:26,12/21/2022,4673,111,Building fire,2412 FOREST OAKS Lane,32.716078,-97.071269,76006
22-0048156,12/22/2022 10:56,12/22/2022,3025,140,"Natural vegetation fire, other",5911 MOUNTAINWOOD Drive,32.700893,-97.098172,76016
22-0048209,12/22/2022 18:35,12/22/2022,3738,111,Building fire,1312 TIMBERLAKE Drive,32.71486,-97.132416,76010
22-0048343,12/23/2022 12:28,12/23/2022,1115,113,"Cooking fire, confined to container",2422 KINGSTON Street,32.706355,-97.098745,76015
22-0048515,12/24/2022 0:13,12/24/2022,2574,161,Outside storage fire,5715 QUAIL Lane,32.686654,-97.204157,76016
22-0048534,12/24/2022 0:28,12/24/2022,9309,111,Building fire,5105 RIDGE POINTE Drive,32.777944,-97.095079,76017
22-0048649,12/24/2022 11:39,12/24/2022,685,116,"Fuel burner/boiler malfunction, fire confined",2309 JO LYN Lane,32.69543,-97.113758,76014
22-0048670,12/24/2022 12:40,12/24/2022,7029,111,Building fire,511 BRISTLECONE Drive,32.69718,-97.116727,76018
22-0048800,12/24/2022 16:27,12/24/2022,2927,111,Building fire,709 West MITCHELL Circle,32.663877,-97.120761,76013
22-0048819,12/24/2022 17:57,12/24/2022,1330,154,Dumpster or other outside trash receptacle fire,6527 TIMBERCREEK Drive,32.683403,-97.191991,76017
22-0048847,12/24/2022 19:24,12/24/2022,1228,154,Dumpster or other outside trash receptacle fire,3901 ICHABOD Circle,32.71265,-97.189636,76013
22-0048866,12/24/2022 20:13,12/24/2022,2456,111,Building fire,5105 RIDGE POINTE Drive,32.73702,-97.111459,76017
22-0048882,12/24/2022 21:11,12/24/2022,2764,154,Dumpster or other outside trash receptacle fire,900 East RANDOL MILL Road,32.73718,-97.121837,76011
22-0048893,12/24/2022 22:04,12/24/2022,6346,111,Building fire,902 CANDLEWICK Street,32.716073,-97.071372,76014
22-0048985,12/25/2022 11:37,12/25/2022,1127,151,"Outside rubbish, trash or waste fire",130 GAY Street,32.73718,-97.121837,76010
22-0049007,12/25/2022 14:14,12/25/2022,785,143,Grass fire,2804 GRAND LOOKOUT Lane,32.641763,-97.144573,76001
22-0049014,12/25/2022 14:18,12/25/2022,3313,150,"Outside rubbish fire, other",109 PEYTON PLC,32.701036,-97.098162,76010
22-0049067,12/25/2022 20:09,12/25/2022,2010,131,Passenger vehicle fire,5960 West POLY WEBB Road,32.73702,-97.111459,76016
22-0049098,12/26/2022 0:12,12/26/2022,3546,154,Dumpster or other outside trash receptacle fire,1301 NEW YORK Avenue,32.716105,-97.071063,76010
22-0049133,12/26/2022 9:47,12/26/2022,1922,113,"Cooking fire, confined to container",2205 REEDWAY Court,32.639785,-97.147313,76018
22-0049153,12/26/2022 12:07,12/26/2022,773,111,Building fire,1607 North WATSON Road,32.766418,-97.099998,76006
22-0049172,12/26/2022 14:00,12/26/2022,10878,111,Building fire,818 North BOWEN Road,32.72047,-97.131933,76012
22-0049210,12/26/2022 16:38,12/26/2022,3206,151,"Outside rubbish, trash or waste fire",1301 South DAVIS Drive,32.717882,-97.149286,76013
22-0049220,12/26/2022 17:34,12/26/2022,2774,140,"Natural vegetation fire, other",200 North COOPER Street,32.736807,-97.123447,76010
22-0049286,12/27/2022 7:38,12/27/2022,536,151,"Outside rubbish, trash or waste fire",2100 North COLLINS Street,32.766446,-97.099969,76011
22-0049383,12/27/2022 20:46,12/27/2022,1016,160,"Special outside fire, other",3017 BAHAR Drive,32.716105,-97.071063,76010
22-0049423,12/28/2022 6:55,12/28/2022,4178,151,"Outside rubbish, trash or waste fire",2225 BROWNING Drive,32.706252,-97.097181,76010
22-0049439,12/28/2022 10:08,12/28/2022,3711,131,Passenger vehicle fire,4312 BENT OAKS Drive,32.668334,-97.175618,76001
22-0049600,12/29/2022 12:53,12/29/2022,1535,113,"Cooking fire, confined to container",1200 WHITE HALL Road,32.633654,-97.12489,76001
22-0049642,12/29/2022 19:51,12/29/2022,850,113,"Cooking fire, confined to container",1512 SOUTHMOOR Drive,32.752425,-97.062681,76010
22-0049734,12/30/2022 13:34,12/30/2022,5139,121,Fire in mobile home used as fixed residence,4333 BRADLEY Lane,32.670722,-97.202153,76017
22-0049742,12/30/2022 14:51,12/30/2022,858,151,"Outside rubbish, trash or waste fire",1303 North COLLINS Street,32.766554,-97.09986,76011
22-0049743,12/30/2022 14:58,12/30/2022,534,113,"Cooking fire, confined to container",708 LAWNDALE Drive,32.663871,-97.120822,76017
22-0049770,12/30/2022 17:34,12/30/2022,3008,111,Building fire,2723 STONETRAIL Circle,32.73702,-97.111459,76006
22-0049771,12/30/2022 17:51,12/30/2022,897,132,Road freight or transport vehicle fire,2401 East PIONEER PWY,32.728922,-97.064067,76010
22-0049777,12/30/2022 18:08,12/30/2022,2409,114,"Chimney or flue fire, confined to chimney or flue",601 HIGHLAND Drive,32.73718,-97.121837,76010
22-0049815,12/30/2022 22:52,12/30/2022,1929,131,Passenger vehicle fire,3987 MATLOCK Road,32.663306,-97.120719,76018
22-0049933,12/31/2022 20:16,12/31/2022,4087,112,Fires in structure other than in a building,1504 BRIARWOOD BLV,32.73702,-97.111459,76013
22-0049942,12/31/2022 22:39,12/31/2022,848,143,Grass fire,2209 Wildbriar Drive,32.720666,-97.071687,76014
22-0049951,12/31/2022 23:22,12/31/2022,1013,143,Grass fire,7700 South WATSON Road,32.691425,-97.062777,75052
23-0000001,12/31/2022 23:17,12/31/2022,2686,143,Grass fire,4363 South State Highway 360 Road,32.664973,-97.091042,75052
23-0000002,1/1/2023 0:04,1/1/2023,880,154,Dumpster or other outside trash receptacle fire,1901 West RANDOL MILL Road,32.750442,-97.136243,76012
23-0000007,1/1/2023 0:36,1/1/2023,975,118,"Trash or rubbish fire, contained",7400 TWIN PARKS Drive,32.633694,-97.124746,76001
23-0000015,1/1/2023 1:07,1/1/2023,1870,151,"Outside rubbish, trash or waste fire",7003 West POLY WEBB Road,32.674276,-97.220814,76016
23-0000036,1/1/2023 3:35,1/1/2023,1048,143,Grass fire,East ARBROOK BLV,32.701036,-97.098162,76014
23-0000086,1/1/2023 13:54,1/1/2023,555,151,"Outside rubbish, trash or waste fire",1806 RATON Drive,32.665579,-97.091467,76018
23-0000088,1/1/2023 14:05,1/1/2023,1273,113,"Cooking fire, confined to container",412 GREEN OAKS Circle,32.712188,-97.189871,76006
23-0000109,1/1/2023 17:00,1/1/2023,616,154,Dumpster or other outside trash receptacle fire,2100 PENNINGTON Drive,32.665579,-97.091467,76014
23-0000141,1/1/2023 21:10,1/1/2023,2270,162,Outside equipment fire,1041 West I20 Highway,32.663871,-97.120822,76015
23-0000254,1/2/2023 15:36,1/2/2023,912,154,Dumpster or other outside trash receptacle fire,6103 HUDSONWOOD Drive,32.633668,-97.124795,76001
23-0000296,1/2/2023 20:02,1/2/2023,3720,131,Passenger vehicle fire,1000 East PARK ROW Drive,32.701036,-97.098162,76010
23-0000437,1/3/2023 21:44,1/3/2023,1688,118,"Trash or rubbish fire, contained",4005 BIG BEAR LAKE Drive,32.73702,-97.111459,76016
23-0000473,1/4/2023 4:39,1/4/2023,3265,111,Building fire,2422 BENNINGTON Drive,32.633675,-97.124856,76018
23-0000510,1/4/2023 11:49,1/4/2023,436,151,"Outside rubbish, trash or waste fire",301 South BOWEN Road,32.717567,-97.14933,76013
23-0000541,1/4/2023 16:35,1/4/2023,125,151,"Outside rubbish, trash or waste fire",6411 WHEELER Drive,32.642283,-97.08064,76018
23-0000543,1/4/2023 16:14,1/4/2023,2445,143,Grass fire,East 900 LOVERS Lane,32.701036,-97.098162,76014
23-0000559,1/4/2023 19:01,1/4/2023,2251,142,Brush or brush-and-grass mixture fire,2101 MAYFIELD VILLA Drive,32.701036,-97.098162,76014
23-0000593,1/5/2023 2:03,1/5/2023,3816,131,Passenger vehicle fire,2404 YORK MINSTER Court,32.773525,-97.068029,76006
23-0000628,1/5/2023 10:42,1/5/2023,3882,113,"Cooking fire, confined to container",200 North MESQUITE Street,32.695896,-97.125333,76011
23-0000762,1/6/2023 11:05,1/6/2023,6663,111,Building fire,1600 PECAN CHASE Circle,32.736632,-97.111764,76012
23-0000771,1/6/2023 11:36,1/6/2023,3968,142,Brush or brush-and-grass mixture fire,I20 EB ENTER FM 157,32.669477,-97.134115,76017
23-0000917,1/7/2023 14:46,1/7/2023,2621,131,Passenger vehicle fire,1823 REEVER Street,32.720892,-97.074203,76010
23-0000974,1/8/2023 1:35,1/8/2023,1650,112,Fires in structure other than in a building,515 North OAK Street,32.714931,-97.132294,76011
23-0000989,1/8/2023 6:45,1/8/2023,10241,111,Building fire,5629 CHIMNEY ROCK Drive,32.733359,-97.141304,76017
23-0001050,1/8/2023 17:54,1/8/2023,1251,150,"Outside rubbish fire, other",West PIONEER PWY,32.71499,-97.164199,76010
23-0001130,1/9/2023 10:39,1/9/2023,699,151,"Outside rubbish, trash or waste fire",807 PEACH Street,32.73718,-97.121837,76011
23-0001156,1/9/2023 14:02,1/9/2023,1951,151,"Outside rubbish, trash or waste fire",1003 North COLLINS Street,32.738665,-97.113234,76011
23-0001179,1/9/2023 15:33,1/9/2023,8086,111,Building fire,8425 BEACHPLUM Way,32.703233,-97.071387,76002
23-0001188,1/9/2023 18:43,1/9/2023,1502,113,"Cooking fire, confined to container",1205 BEACONSFIELD Lane,32.775222,-97.091254,76011
23-0001206,1/9/2023 20:53,1/9/2023,1109,143,Grass fire,1030 West ARKANSAS Lane,32.701036,-97.098162,76015
23-0001209,1/9/2023 21:14,1/9/2023,2931,111,Building fire,7226 FOSSIL RIM Trail,32.663428,-97.136813,76002
23-0001274,1/10/2023 12:34,1/10/2023,565,151,"Outside rubbish, trash or waste fire",6702 LAKE JACKSON Drive,32.629811,-97.086092,76002
23-0001297,1/10/2023 15:00,1/10/2023,3813,131,Passenger vehicle fire,1300-BLK East I20 Freeway,32.665642,-97.134171,76018
23-0001339,1/10/2023 23:20,1/10/2023,1097,164,Outside mailbox fire,South COOPER Street,32.71481,-97.132302,76013
23-0001341,1/10/2023 23:26,1/10/2023,2395,143,Grass fire,SHERRY Street,32.716112,-97.071153,76010
23-0001350,1/11/2023 4:08,1/11/2023,1913,112,Fires in structure other than in a building,2324 MISTY RIDGE Circle,32.73702,-97.111459,76011
23-0001422,1/11/2023 13:57,1/11/2023,7256,111,Building fire,815 West DIVISION Street,32.654532,-97.178086,76012
23-0001496,1/12/2023 7:23,1/12/2023,906,151,"Outside rubbish, trash or waste fire",915 East RANDOL MILL Road,32.766089,-97.100007,76011
23-0001503,1/12/2023 9:09,1/12/2023,2685,111,Building fire,1220 West DIVISION Street,32.734303,-97.131609,76012
23-0001549,1/12/2023 14:10,1/12/2023,4352,143,Grass fire,4409 PLEASANTVIEW Drive,32.659639,-97.160604,76017
23-0001550,1/12/2023 15:04,1/12/2023,1216,113,"Cooking fire, confined to container",4707 SEACHEST Lane,32.695896,-97.125333,76016
23-0001653,1/13/2023 8:52,1/13/2023,1746,138,Off-road vehicle or heavy equipment fire,2912 LITTLE Road,32.689855,-97.180522,76016
23-0001663,1/13/2023 11:46,1/13/2023,1649,143,Grass fire,1103 West MAYFIELD Road,32.701036,-97.098162,76014
23-0001694,1/13/2023 14:06,1/13/2023,5027,111,Building fire,2224 SHARPSHIRE Lane,32.736573,-97.111784,76014
23-0001700,1/13/2023 13:44,1/13/2023,7408,111,Building fire,1715 TRIUMPH Trail,32.633657,-97.124836,76002
23-0001810,1/14/2023 9:16,1/14/2023,5065,151,"Outside rubbish, trash or waste fire",East LAMAR BLV,32.77131,-97.074072,76006
23-0001839,1/14/2023 14:14,1/14/2023,536,113,"Cooking fire, confined to container",1207 VIRIDIAN PARK Lane,32.799207,-97.098303,76155
23-0001853,1/14/2023 16:01,1/14/2023,9870,111,Building fire,7500 FOSSIL HILL Drive,32.62368,-97.099404,76002
23-0001856,1/14/2023 17:19,1/14/2023,1290,143,Grass fire,2561 THOMASON Circle,32.77131,-97.074072,76006
23-0001878,1/14/2023 20:00,1/14/2023,2526,113,"Cooking fire, confined to container",3906 LINDEN Drive,32.695896,-97.125333,76017
23-0001916,1/15/2023 7:26,1/15/2023,4845,111,Building fire,404 West PIONEER PWY,32.687746,-97.13064,76010
23-0001957,1/15/2023 14:02,1/15/2023,3839,151,"Outside rubbish, trash or waste fire",2540 East PIONEER PWY,32.701036,-97.098162,76010
23-0001969,1/15/2023 14:37,1/15/2023,3827,131,Passenger vehicle fire,3030 East PIONEER PWY,32.709967,-97.066523,76010
23-0001976,1/15/2023 16:34,1/15/2023,1099,154,Dumpster or other outside trash receptacle fire,1807 CARRIAGE HOUSE Circle,32.766089,-97.100007,76011
23-0002063,1/16/2023 11:11,1/16/2023,3702,131,Passenger vehicle fire,I30 EB ENTER FIELDER RMP,32.75072,-97.136236,76012
23-0002105,1/16/2023 18:19,1/16/2023,1368,142,Brush or brush-and-grass mixture fire,404 North COLLINS Street,32.766089,-97.100007,76011
23-0002134,1/16/2023 22:45,1/16/2023,623,113,"Cooking fire, confined to container",1008 GREEK ROW Drive,32.714882,-97.132392,76013
23-0002231,1/17/2023 18:54,1/17/2023,2522,151,"Outside rubbish, trash or waste fire",1213 DAN GOULD Drive,32.633627,-97.124904,76001
23-0002241,1/17/2023 20:11,1/17/2023,958,162,Outside equipment fire,2018 SPRING MIST Drive,32.766089,-97.100007,76011
23-0002270,1/18/2023 3:05,1/18/2023,830,111,Building fire,1250 West PIONEER PWY,32.708534,-97.115672,76013
23-0002336,1/18/2023 16:36,1/18/2023,1465,151,"Outside rubbish, trash or waste fire",1804 EDNA Street,32.73718,-97.121837,76010
23-0002398,1/19/2023 6:45,1/19/2023,2049,131,Passenger vehicle fire,626 OVERLOOK Court,32.750442,-97.136243,76012
23-0002444,1/19/2023 11:55,1/19/2023,7055,123,"Fire in portable building, fixed location",6104 COHOKE Drive,32.675864,-97.201459,76018
23-0002523,1/20/2023 1:58,1/20/2023,3492,114,"Chimney or flue fire, confined to chimney or flue",208 MILL CREEK Drive,32.716123,-97.071246,76010
23-0002541,1/20/2023 7:57,1/20/2023,806,151,"Outside rubbish, trash or waste fire",1400 West I20 Highway,32.663871,-97.120822,76017
23-0002548,1/20/2023 9:28,1/20/2023,1548,131,Passenger vehicle fire,3801 PARK FLOWER Court,32.657513,-97.178637,76017
23-0002607,1/20/2023 19:16,1/20/2023,7442,111,Building fire,1616 ROCKDALE Drive,32.663877,-97.120761,76018
23-0002627,1/20/2023 23:00,1/20/2023,1933,113,"Cooking fire, confined to container",2420 East LAMAR BLV,32.749269,-97.054798,76006
23-0002630,1/20/2023 23:12,1/20/2023,3514,154,Dumpster or other outside trash receptacle fire,1315 North COOPER Street,32.749322,-97.116933,76012
23-0002644,1/21/2023 3:01,1/21/2023,1253,154,Dumpster or other outside trash receptacle fire,908 East PIONEER PWY,32.705103,-97.075023,76010
23-0002648,1/21/2023 3:56,1/21/2023,2144,112,Fires in structure other than in a building,3104 AMBERWAY Drive,32.716031,-97.071336,76014
23-0002654,1/21/2023 5:36,1/21/2023,9229,137,Camper or recreational vehicle (RV) fire,6804 GRINDSTONE Court,32.629811,-97.086092,76002
23-0002732,1/21/2023 18:16,1/21/2023,1223,151,"Outside rubbish, trash or waste fire",109 FAIRVIEW Street,32.716105,-97.071063,76010
23-0002837,1/22/2023 15:11,1/22/2023,1563,112,Fires in structure other than in a building,2800 West SUBLETT Road,32.626575,-97.106216,76017
23-0002841,1/22/2023 15:30,1/22/2023,3119,123,"Fire in portable building, fixed location",1608 REEVER Street,32.716068,-97.071349,76010
23-0002849,1/22/2023 16:02,1/22/2023,8036,111,Building fire,2104 DARYL Drive,32.491093,-96.942353,76010
23-0002916,1/23/2023 8:48,1/23/2023,1779,131,Passenger vehicle fire,5508 CHAPERITO Trail,32.683403,-97.191991,76016
23-0002983,1/23/2023 16:20,1/23/2023,1116,154,Dumpster or other outside trash receptacle fire,2110 South COOPER Street,32.694585,-97.110682,76013
23-0003042,1/24/2023 3:26,1/24/2023,9918,111,Building fire,2025 GLENHAVEN Street,32.655144,-97.189579,76010
23-0003083,1/24/2023 9:54,1/24/2023,11008,111,Building fire,1604 LOST CROSSING Trail,0,0,76002
23-0003115,1/24/2023 15:58,1/24/2023,1006,150,"Outside rubbish fire, other",1527 BIGGS Circle,32.681603,-97.094343,76010
23-0003150,1/24/2023 19:31,1/24/2023,1226,151,"Outside rubbish, trash or waste fire",316 DITTO Avenue,32.73718,-97.121837,76010
23-0003178,1/25/2023 1:23,1/25/2023,2677,131,Passenger vehicle fire,EDEN Road,32.633543,-97.124647,76017
23-0003254,1/25/2023 16:29,1/25/2023,3473,111,Building fire,5304 GRISSOM Drive,32.73702,-97.111459,76016
23-0003282,1/25/2023 19:39,1/25/2023,2430,111,Building fire,5304 GRISSOM Drive,32.6894,-97.18762,76016
23-0003337,1/26/2023 8:11,1/26/2023,10283,111,Building fire,6502 NICOLE Way,32.71613,-97.071092,76002
23-0003422,1/26/2023 21:00,1/26/2023,1800,114,"Chimney or flue fire, confined to chimney or flue",1431 ARDMORE Drive,32.690318,-97.097684,76018
23-0003498,1/27/2023 14:16,1/27/2023,2348,141,"Forest, woods or wildland fire",7818 REGENT Drive,32.626543,-97.135696,76001
23-0003539,1/27/2023 20:37,1/27/2023,3798,111,Building fire,1100 CEDAR HILL Lane,32.701036,-97.098162,76014
23-0003718,1/29/2023 5:16,1/29/2023,2780,131,Passenger vehicle fire,I20 EB TO SH 360 SB RMP,32.677483,-97.088445,76018
23-0003806,1/30/2023 0:28,1/30/2023,7234,111,Building fire,1000 East ABRAM Street,32.767816,-97.099989,76010
23-0003830,1/30/2023 8:03,1/30/2023,839,151,"Outside rubbish, trash or waste fire",1500 North COOPER Street,32.766089,-97.100007,76012
23-0003893,1/30/2023 15:35,1/30/2023,1208,113,"Cooking fire, confined to container",3200 South CENTER Street,32.664982,-97.090951,76014
23-0004056,1/31/2023 16:21,1/31/2023,1407,131,Passenger vehicle fire,1807 North COLLINS Street,32.775438,-97.10202,76006
